transaction_id,user_id,age,age_group,gender,daily_screen_time_hours,screen_time_band,social_media_hours,gaming_hours,work_study_hours,sleep_hours,low_sleep_flag,notifications_per_day,app_opens_per_day,weekend_screen_time,weekend_to_daily_screen_time_ratio,stress_level,academic_work_impact,addiction_level_display,addicted_label,addiction_status,usage_component_total_hours,component_sum_exceeds_daily_screen_time,day_load_hours,day_load_exceeds_24_hours
TXN00484,U00484,24,23-27,Female,4.01,Up to 6h,1.32,3.38,5.51,6.74,True,60,26,4.65,1.1596,Medium,No,None,0,0 - Not addicted label,10.21,True,16.259999999999998,False
TXN00485,U00485,26,23-27,Male,6.01,6-8h,4.93,3.03,0.74,7.83,False,157,60,6.91,1.1498,Low,No,Moderate,1,1 - Addicted label,8.7,True,14.58,False
TXN00486,U00486,25,23-27,Male,9.49,8-10h,3.76,1.3,1.59,7.55,False,103,73,11.94,1.2582,Medium,Yes,Moderate,1,1 - Addicted label,6.6499999999999995,False,18.63,False
TXN00487,U00487,31,28-35,Female,10.83,10h+,2.57,0.88,3.09,6.68,True,247,126,11.69,1.0794,High,No,Moderate,1,1 - Addicted label,6.539999999999999,False,20.599999999999998,False
TXN00488,U00488,29,28-35,Male,4.23,Up to 6h,4.46,2.53,5.87,5.41,True,52,23,6.46,1.5272,Low,No,Moderate,1,1 - Addicted label,12.86,True,15.510000000000002,False
TXN00489,U00489,32,28-35,Female,7.13,6-8h,1.44,1.37,5.38,7.22,False,222,178,10.01,1.4039,Low,Yes,Mild,0,0 - Not addicted label,8.19,True,19.73,False
TXN00490,U00490,34,28-35,Female,7.4,6-8h,5.98,2.37,5.1,5.76,True,206,124,9.74,1.3162,Low,Yes,Severe,1,1 - Addicted label,13.450000000000001,True,18.259999999999998,False
TXN00491,U00491,25,23-27,Other,11.03,10h+,3.75,0.6,3.66,4.52,True,31,25,14.01,1.2702,High,Yes,Severe,1,1 - Addicted label,8.01,False,19.21,False
TXN00492,U00492,30,28-35,Female,7.31,6-8h,4.89,3.29,2.99,5.58,True,162,18,9.54,1.3051,Medium,Yes,Moderate,1,1 - Addicted label,11.17,True,15.88,False
TXN00493,U00493,27,23-27,Male,5.15,Up to 6h,5.99,0.06,4.18,5.23,True,137,161,7.52,1.4602,Low,No,Severe,1,1 - Addicted label,10.23,True,14.56,False
TXN00494,U00494,30,28-35,Female,4.66,Up to 6h,5.29,2.51,4.37,4.51,True,180,33,6.12,1.3133,High,No,Moderate,1,1 - Addicted label,12.17,True,13.54,False
TXN00495,U00495,31,28-35,Male,9.78,8-10h,4.34,2.45,3.66,5.43,True,195,35,11.83,1.2096,Medium,Yes,Severe,1,1 - Addicted label,10.45,True,18.869999999999997,False
TXN00496,U00496,21,18-22,Male,6.45,6-8h,3.06,0.16,2.52,7.42,False,200,32,8.35,1.2946,Low,Yes,Moderate,1,1 - Addicted label,5.74,False,16.39,False
TXN00497,U00497,35,28-35,Male,4.02,Up to 6h,3.13,3.76,3.69,8.82,False,73,72,5.32,1.3234,Medium,No,Mild,0,0 - Not addicted label,10.58,True,16.53,False
TXN00498,U00498,20,18-22,Male,6.36,6-8h,2.99,2.01,5.06,6.62,True,156,151,9.11,1.4324,Medium,No,Mild,0,0 - Not addicted label,10.059999999999999,True,18.04,False
TXN00499,U00499,32,28-35,Male,3.79,Up to 6h,2.65,0.72,5.77,4.85,True,62,85,4.57,1.2058,Low,No,None,0,0 - Not addicted label,9.14,True,14.41,False
TXN00500,U00500,34,28-35,Male,11.57,10h+,0.62,1.67,4.25,8.69,False,141,103,13.12,1.134,High,Yes,Severe,1,1 - Addicted label,6.54,False,24.509999999999998,True
TXN00501,U00501,20,18-22,Female,3.2,Up to 6h,4.91,3.34,3.36,6.01,True,168,102,5.34,1.6688,Medium,No,Severe,1,1 - Addicted label,11.61,True,12.57,False
TXN00502,U00502,27,23-27,Female,8.11,8-10h,5.44,1.23,4.84,5.52,True,115,88,10.53,1.2984,Low,Yes,Severe,1,1 - Addicted label,11.51,True,18.47,False
TXN00503,U00503,32,28-35,Other,11.61,10h+,3.9,0.64,3.44,5.32,True,64,54,12.51,1.0775,Low,Yes,Severe,1,1 - Addicted label,7.98,False,20.37,False
TXN00504,U00504,22,18-22,Male,6.97,6-8h,2.53,0.82,4.39,7.49,False,108,52,8.4,1.2052,High,Yes,Moderate,1,1 - Addicted label,7.739999999999999,True,18.85,False
TXN00505,U00505,18,18-22,Female,6.64,6-8h,3.25,0.58,3.02,5.94,True,21,154,9.58,1.4428,Medium,No,Moderate,1,1 - Addicted label,6.85,True,15.6,False
TXN00506,U00506,22,18-22,Male,10.2,10h+,4.51,3.69,2.36,5.01,True,142,25,11.05,1.0833,High,Yes,Severe,1,1 - Addicted label,10.559999999999999,True,17.57,False
TXN00507,U00507,30,28-35,Male,8.56,8-10h,1.71,1.43,2.3,7.24,False,69,164,10.38,1.2126,Medium,Yes,Moderate,1,1 - Addicted label,5.4399999999999995,False,18.1,False
TXN00508,U00508,35,28-35,Female,10.65,10h+,4.22,3.83,5.87,6.27,True,145,96,12.66,1.1887,High,Yes,Severe,1,1 - Addicted label,13.920000000000002,True,22.790000000000003,False
TXN00509,U00509,22,18-22,Other,9.44,8-10h,2.85,1.54,0.57,6.05,True,98,129,12.13,1.285,Low,Yes,Severe,1,1 - Addicted label,4.960000000000001,False,16.06,False
TXN00510,U00510,31,28-35,Male,10.23,10h+,2.09,3.22,5.84,6.41,True,249,121,11.08,1.0831,High,Yes,Moderate,1,1 - Addicted label,11.15,True,22.48,False
TXN00511,U00511,27,23-27,Male,7.27,6-8h,5.27,3.95,0.86,8.82,False,213,111,7.99,1.099,Medium,No,Severe,1,1 - Addicted label,10.079999999999998,True,16.95,False
TXN00512,U00512,35,28-35,Other,7.16,6-8h,3.62,3.66,1.6,8.25,False,94,156,8.89,1.2416,Medium,No,Moderate,1,1 - Addicted label,8.88,True,17.01,False
TXN00513,U00513,32,28-35,Male,5.02,Up to 6h,4.85,0.62,2.15,7.38,False,182,135,5.83,1.1614,High,No,Severe,1,1 - Addicted label,7.619999999999999,True,14.549999999999999,False
TXN00514,U00514,33,28-35,Female,11.16,10h+,4.05,0.11,4.71,6.72,True,37,168,13.52,1.2115,High,No,Severe,1,1 - Addicted label,8.870000000000001,False,22.59,False
TXN00515,U00515,33,28-35,Other,11.77,10h+,5.0,1.49,4.53,4.58,True,86,56,13.72,1.1657,Low,No,Severe,1,1 - Addicted label,11.02,False,20.880000000000003,False
TXN00516,U00516,22,18-22,Other,6.22,6-8h,0.79,1.44,4.0,8.8,False,32,89,7.45,1.1977,High,Yes,Mild,0,0 - Not addicted label,6.23,True,19.02,False
TXN00517,U00517,23,23-27,Other,9.88,8-10h,3.79,0.67,2.27,5.92,True,236,92,11.06,1.1194,High,No,Moderate,1,1 - Addicted label,6.73,False,18.07,False
TXN00518,U00518,29,28-35,Other,10.41,10h+,0.57,2.07,2.55,6.68,True,107,56,11.17,1.073,Low,Yes,Moderate,1,1 - Addicted label,5.1899999999999995,False,19.64,False
TXN00519,U00519,34,28-35,Female,10.61,10h+,4.42,2.81,4.91,6.38,True,39,44,13.16,1.2403,Low,No,Severe,1,1 - Addicted label,12.14,True,21.9,False
TXN00520,U00520,29,28-35,Other,4.25,Up to 6h,2.93,3.95,3.38,8.87,False,64,92,4.82,1.1341,Low,Yes,None,0,0 - Not addicted label,10.260000000000002,True,16.5,False
TXN00521,U00521,22,18-22,Male,9.19,8-10h,2.19,0.84,5.9,6.41,True,215,43,9.88,1.0751,Medium,No,Moderate,1,1 - Addicted label,8.93,False,21.5,False
TXN00522,U00522,21,18-22,Other,3.3,Up to 6h,4.13,2.37,3.08,8.59,False,31,31,4.55,1.3788,Low,Yes,Moderate,1,1 - Addicted label,9.58,True,14.97,False
TXN00523,U00523,24,23-27,Other,8.29,8-10h,1.6,2.68,0.66,5.16,True,211,86,11.16,1.3462,Medium,No,Moderate,1,1 - Addicted label,4.94,False,14.11,False
TXN00524,U00524,25,23-27,Male,7.54,6-8h,0.88,3.28,4.7,6.88,True,203,64,10.45,1.3859,Low,Yes,Mild,0,0 - Not addicted label,8.86,True,19.12,False
TXN00525,U00525,34,28-35,Other,10.66,10h+,3.11,2.79,1.52,7.53,False,47,61,13.25,1.243,Medium,No,Moderate,1,1 - Addicted label,7.42,False,19.71,False
TXN00526,U00526,25,23-27,Female,6.67,6-8h,4.69,1.26,3.06,6.84,True,146,107,8.93,1.3388,High,Yes,Moderate,1,1 - Addicted label,9.01,True,16.57,False
TXN00527,U00527,33,28-35,Male,4.04,Up to 6h,2.06,2.4,2.22,8.89,False,133,72,5.92,1.4653,Medium,No,None,0,0 - Not addicted label,6.68,True,15.15,False
TXN00528,U00528,33,28-35,Male,11.45,10h+,2.52,0.05,4.21,7.52,False,121,127,13.26,1.1581,High,Yes,Moderate,1,1 - Addicted label,6.779999999999999,False,23.18,False
TXN00529,U00529,30,28-35,Male,6.61,6-8h,3.75,0.41,5.59,8.9,False,36,108,9.55,1.4448,Medium,Yes,Moderate,1,1 - Addicted label,9.75,True,21.1,False
TXN00530,U00530,25,23-27,Female,10.54,10h+,4.49,1.11,4.42,7.12,False,89,179,13.4,1.2713,Medium,No,Severe,1,1 - Addicted label,10.02,False,22.08,False
TXN00531,U00531,34,28-35,Female,5.51,Up to 6h,4.72,0.43,1.88,6.74,True,180,49,6.08,1.1034,High,Yes,Moderate,1,1 - Addicted label,7.029999999999999,True,14.129999999999999,False
TXN00532,U00532,18,18-22,Male,11.75,10h+,2.6,2.72,1.34,7.3,False,44,34,13.9,1.183,High,No,Severe,1,1 - Addicted label,6.66,False,20.39,False
TXN00533,U00533,27,23-27,Female,8.96,8-10h,3.2,1.05,2.39,8.37,False,159,19,11.84,1.3214,Low,No,Moderate,1,1 - Addicted label,6.640000000000001,False,19.72,False
TXN00534,U00534,32,28-35,Male,5.83,Up to 6h,2.57,1.84,0.68,7.0,False,240,92,8.54,1.4648,Low,No,Mild,0,0 - Not addicted label,5.09,False,13.51,False
TXN00535,U00535,27,23-27,Female,9.44,8-10h,3.18,0.44,4.21,7.47,False,195,153,11.37,1.2044,Medium,Yes,Moderate,1,1 - Addicted label,7.83,False,21.12,False
TXN00536,U00536,26,23-27,Female,7.45,6-8h,5.84,2.47,2.44,8.9,False,102,30,8.02,1.0765,Low,Yes,Severe,1,1 - Addicted label,10.75,True,18.790000000000003,False
TXN00537,U00537,18,18-22,Other,9.89,8-10h,3.94,1.52,2.85,8.96,False,125,104,10.53,1.0647,Low,Yes,Moderate,1,1 - Addicted label,8.31,False,21.700000000000003,False
TXN00538,U00538,27,23-27,Female,8.33,8-10h,5.51,0.26,2.18,6.02,True,25,152,9.65,1.1585,Medium,No,Severe,1,1 - Addicted label,7.949999999999999,False,16.53,False
TXN00539,U00539,18,18-22,Female,9.26,8-10h,3.73,3.94,2.58,6.26,True,166,40,11.78,1.2721,Low,Yes,Severe,1,1 - Addicted label,10.25,True,18.1,False
TXN00540,U00540,34,28-35,Female,10.3,10h+,4.17,0.67,2.15,8.86,False,71,142,12.39,1.2029,Low,Yes,Severe,1,1 - Addicted label,6.99,False,21.31,False
TXN00541,U00541,19,18-22,Other,5.68,Up to 6h,3.65,3.22,3.94,8.81,False,203,163,6.42,1.1303,Medium,No,None,0,0 - Not addicted label,10.81,True,18.43,False
TXN00542,U00542,34,28-35,Female,7.28,6-8h,1.65,3.18,4.08,5.86,True,225,91,8.86,1.217,High,No,Mild,0,0 - Not addicted label,8.91,True,17.22,False
TXN00543,U00543,30,28-35,Other,5.26,Up to 6h,3.33,2.69,3.51,8.46,False,180,147,7.92,1.5057,High,No,None,0,0 - Not addicted label,9.53,True,17.23,False
TXN00544,U00544,32,28-35,Male,5.41,Up to 6h,4.01,3.24,5.19,8.58,False,164,175,6.06,1.1201,Low,No,Severe,1,1 - Addicted label,12.440000000000001,True,19.18,False
TXN00545,U00545,25,23-27,Other,4.35,Up to 6h,4.27,1.2,2.89,5.93,True,232,31,6.43,1.4782,Medium,No,Severe,1,1 - Addicted label,8.36,True,13.17,False
TXN00546,U00546,23,23-27,Other,5.31,Up to 6h,3.81,1.62,1.12,5.36,True,82,94,6.97,1.3126,High,No,Mild,0,0 - Not addicted label,6.55,True,11.79,False
TXN00547,U00547,19,18-22,Male,4.82,Up to 6h,2.0,0.12,4.84,5.75,True,160,60,6.93,1.4378,Low,No,None,0,0 - Not addicted label,6.96,True,15.41,False
TXN00548,U00548,20,18-22,Male,5.83,Up to 6h,2.14,0.25,5.75,8.54,False,191,38,7.32,1.2556,High,Yes,None,0,0 - Not addicted label,8.14,True,20.119999999999997,False
TXN00549,U00549,34,28-35,Female,11.4,10h+,3.37,3.32,5.72,8.69,False,84,142,14.11,1.2377,Low,Yes,Severe,1,1 - Addicted label,12.41,True,25.81,True
TXN00550,U00550,30,28-35,Other,10.25,10h+,4.59,3.74,1.7,4.98,True,74,85,11.85,1.1561,Medium,Yes,Severe,1,1 - Addicted label,10.03,False,16.93,False
TXN00551,U00551,29,28-35,Male,9.3,8-10h,1.12,2.18,3.11,5.61,True,91,52,10.71,1.1516,High,No,Severe,1,1 - Addicted label,6.41,False,18.02,False
TXN00552,U00552,19,18-22,Other,10.57,10h+,4.14,3.76,4.3,8.05,False,81,79,12.45,1.1779,Medium,No,Moderate,1,1 - Addicted label,12.2,True,22.92,False
TXN00553,U00553,25,23-27,Male,10.72,10h+,2.64,3.64,2.66,8.9,False,85,92,11.45,1.0681,Low,No,Moderate,1,1 - Addicted label,8.940000000000001,False,22.28,False
TXN00554,U00554,32,28-35,Female,8.68,8-10h,5.34,3.07,2.73,4.65,True,241,35,11.24,1.2949,Medium,No,Severe,1,1 - Addicted label,11.14,True,16.06,False
TXN00555,U00555,31,28-35,Other,10.89,10h+,5.01,3.3,4.34,6.78,True,110,122,12.9,1.1846,High,No,Severe,1,1 - Addicted label,12.649999999999999,True,22.01,False
TXN00556,U00556,18,18-22,Male,9.86,8-10h,4.03,0.73,2.94,7.38,False,20,117,10.86,1.1014,Medium,No,Moderate,1,1 - Addicted label,7.699999999999999,False,20.18,False
TXN00557,U00557,23,23-27,Other,5.25,Up to 6h,4.42,3.07,4.07,5.09,True,172,120,7.73,1.4724,Medium,No,Severe,1,1 - Addicted label,11.56,True,14.41,False
TXN00558,U00558,22,18-22,Male,5.35,Up to 6h,4.28,3.31,4.9,5.39,True,126,109,6.3,1.1776,Medium,Yes,Moderate,1,1 - Addicted label,12.49,True,15.639999999999999,False
TXN00559,U00559,35,28-35,Male,8.82,8-10h,3.95,3.63,5.86,5.39,True,199,58,9.44,1.0703,High,No,Severe,1,1 - Addicted label,13.440000000000001,True,20.07,False
TXN00560,U00560,20,18-22,Other,11.62,10h+,1.44,2.27,0.58,6.87,True,217,131,14.19,1.2212,Medium,Yes,Moderate,1,1 - Addicted label,4.29,False,19.069999999999997,False
TXN00561,U00561,24,23-27,Other,4.71,Up to 6h,5.24,3.13,2.08,6.72,True,53,125,7.35,1.5605,High,Yes,Severe,1,1 - Addicted label,10.450000000000001,True,13.51,False
TXN00562,U00562,24,23-27,Male,6.76,6-8h,2.75,0.58,2.1,5.68,True,178,130,9.53,1.4098,Medium,No,Mild,0,0 - Not addicted label,5.43,False,14.54,False
TXN00563,U00563,33,28-35,Other,4.2,Up to 6h,2.28,2.77,4.28,7.71,False,201,123,6.54,1.5571,Medium,Yes,None,0,0 - Not addicted label,9.33,True,16.19,False
TXN00564,U00564,19,18-22,Other,3.47,Up to 6h,5.62,1.88,2.45,7.23,False,191,168,5.74,1.6542,Low,Yes,Severe,1,1 - Addicted label,9.95,True,13.150000000000002,False
TXN00565,U00565,30,28-35,Female,5.72,Up to 6h,2.67,1.48,5.82,7.02,False,168,60,6.87,1.201,High,No,Mild,0,0 - Not addicted label,9.97,True,18.56,False
TXN00566,U00566,22,18-22,Female,3.81,Up to 6h,4.41,1.73,1.93,5.91,True,52,142,6.49,1.7034,Medium,No,Severe,1,1 - Addicted label,8.07,True,11.65,False
TXN00567,U00567,26,23-27,Male,8.52,8-10h,4.69,1.06,2.22,8.52,False,100,140,10.93,1.2829,Low,No,Moderate,1,1 - Addicted label,7.970000000000001,False,19.259999999999998,False
TXN00568,U00568,22,18-22,Female,3.49,Up to 6h,1.51,1.88,1.4,6.6,True,49,141,4.09,1.1719,Medium,No,Mild,0,0 - Not addicted label,4.789999999999999,True,11.49,False
TXN00569,U00569,21,18-22,Other,10.61,10h+,5.27,0.49,1.01,8.41,False,66,58,12.98,1.2234,Medium,Yes,Moderate,1,1 - Addicted label,6.77,False,20.03,False
TXN00570,U00570,23,23-27,Female,6.75,6-8h,0.92,3.07,4.22,8.49,False,26,87,8.95,1.3259,High,Yes,Moderate,1,1 - Addicted label,8.209999999999999,True,19.46,False
TXN00571,U00571,21,18-22,Male,10.53,10h+,1.35,0.32,5.07,7.47,False,136,175,13.42,1.2745,High,Yes,Severe,1,1 - Addicted label,6.74,False,23.07,False
TXN00572,U00572,32,28-35,Other,5.92,Up to 6h,4.52,2.94,5.77,7.06,False,74,27,8.42,1.4223,Medium,No,Moderate,1,1 - Addicted label,13.229999999999999,True,18.75,False
TXN00573,U00573,20,18-22,Female,7.92,6-8h,3.81,0.37,1.9,5.58,True,217,117,8.64,1.0909,Low,Yes,Moderate,1,1 - Addicted label,6.08,False,15.4,False
TXN00574,U00574,27,23-27,Other,8.82,8-10h,5.75,0.62,2.14,8.1,False,208,94,11.58,1.3129,High,Yes,Severe,1,1 - Addicted label,8.51,False,19.060000000000002,False
TXN00575,U00575,21,18-22,Female,10.49,10h+,3.32,1.96,5.37,6.64,True,164,168,12.05,1.1487,Medium,No,Moderate,1,1 - Addicted label,10.649999999999999,True,22.5,False
TXN00576,U00576,31,28-35,Female,3.84,Up to 6h,3.32,3.89,4.22,7.41,False,202,54,6.67,1.737,High,Yes,Mild,0,0 - Not addicted label,11.43,True,15.469999999999999,False
TXN00577,U00577,31,28-35,Male,3.71,Up to 6h,4.91,1.2,5.91,7.58,False,96,78,5.52,1.4879,Medium,Yes,Moderate,1,1 - Addicted label,12.02,True,17.2,False
TXN00578,U00578,34,28-35,Other,3.97,Up to 6h,2.84,0.38,4.13,7.06,False,84,105,5.11,1.2872,Low,Yes,None,0,0 - Not addicted label,7.35,True,15.16,False
TXN00579,U00579,32,28-35,Female,4.62,Up to 6h,1.5,1.57,0.96,8.45,False,96,95,6.59,1.4264,Medium,No,Mild,0,0 - Not addicted label,4.03,False,14.030000000000001,False
TXN00580,U00580,23,23-27,Male,4.9,Up to 6h,0.93,3.93,1.93,7.53,False,131,151,5.44,1.1102,Medium,Yes,None,0,0 - Not addicted label,6.79,True,14.36,False
TXN00581,U00581,33,28-35,Female,7.14,6-8h,2.73,2.63,4.59,7.77,False,97,173,9.67,1.3543,High,No,Moderate,1,1 - Addicted label,9.95,True,19.5,False
TXN00582,U00582,20,18-22,Female,4.13,Up to 6h,0.58,0.45,0.59,8.87,False,239,21,5.15,1.247,High,Yes,None,0,0 - Not addicted label,1.62,False,13.59,False
TXN00583,U00583,35,28-35,Male,4.72,Up to 6h,2.16,1.85,3.11,4.6,True,62,54,7.07,1.4979,Medium,No,Mild,0,0 - Not addicted label,7.119999999999999,True,12.43,False
TXN00584,U00584,32,28-35,Female,8.27,8-10h,1.61,2.28,5.09,4.73,True,22,41,10.35,1.2515,High,No,Severe,1,1 - Addicted label,8.98,True,18.09,False
TXN00585,U00585,35,28-35,Other,11.99,10h+,0.7,1.6,3.32,7.76,False,193,139,13.07,1.0901,Low,Yes,Severe,1,1 - Addicted label,5.619999999999999,False,23.07,False
TXN00586,U00586,28,28-35,Male,7.98,6-8h,1.97,2.59,5.39,5.03,True,179,180,9.35,1.1717,High,No,Mild,0,0 - Not addicted label,9.95,True,18.400000000000002,False
TXN00587,U00587,27,23-27,Female,9.54,8-10h,3.08,1.75,3.29,7.14,False,195,101,12.34,1.2935,High,No,Moderate,1,1 - Addicted label,8.120000000000001,False,19.97,False
TXN00588,U00588,30,28-35,Male,11.64,10h+,5.08,2.69,4.54,8.08,False,224,56,13.69,1.1761,Medium,Yes,Severe,1,1 - Addicted label,12.309999999999999,True,24.259999999999998,True
TXN00589,U00589,23,23-27,Female,4.8,Up to 6h,3.83,0.4,2.79,8.97,False,97,75,5.82,1.2125,Low,Yes,Mild,0,0 - Not addicted label,7.0200000000000005,True,16.56,False
TXN00590,U00590,29,28-35,Female,9.09,8-10h,1.46,3.44,3.27,8.13,False,106,125,9.87,1.0858,Low,Yes,Moderate,1,1 - Addicted label,8.17,False,20.49,False
TXN00591,U00591,26,23-27,Female,11.94,10h+,4.82,3.08,4.74,7.01,False,249,53,14.57,1.2203,High,Yes,Moderate,1,1 - Addicted label,12.64,True,23.689999999999998,False
TXN00592,U00592,32,28-35,Other,11.66,10h+,4.66,3.9,4.8,7.24,False,239,41,14.22,1.2196,Low,Yes,Moderate,1,1 - Addicted label,13.36,True,23.7,False
TXN00593,U00593,21,18-22,Female,10.84,10h+,5.51,0.63,2.11,6.49,True,149,142,13.17,1.2149,Low,Yes,Severe,1,1 - Addicted label,8.25,False,19.439999999999998,False
TXN00594,U00594,22,18-22,Female,4.11,Up to 6h,1.61,3.88,4.73,4.53,True,233,136,5.46,1.3285,High,Yes,None,0,0 - Not addicted label,10.22,True,13.370000000000001,False
TXN00595,U00595,29,28-35,Female,9.44,8-10h,2.78,2.52,1.85,7.89,False,155,122,11.91,1.2617,Low,No,Severe,1,1 - Addicted label,7.15,False,19.18,False
TXN00596,U00596,32,28-35,Female,11.57,10h+,3.34,2.73,5.69,6.49,True,217,17,13.86,1.1979,High,Yes,Moderate,1,1 - Addicted label,11.760000000000002,True,23.750000000000004,False
TXN00597,U00597,28,28-35,Female,6.61,6-8h,4.75,1.74,2.66,4.67,True,184,53,9.37,1.4175,Low,No,Severe,1,1 - Addicted label,9.15,True,13.940000000000001,False
TXN00598,U00598,35,28-35,Other,10.86,10h+,4.47,1.25,2.39,8.22,False,250,150,12.89,1.1869,Low,No,Severe,1,1 - Addicted label,8.11,False,21.47,False
TXN00599,U00599,24,23-27,Other,10.99,10h+,3.93,2.47,2.93,6.05,True,227,118,13.43,1.222,Medium,Yes,Moderate,1,1 - Addicted label,9.33,False,19.97,False
TXN00600,U00600,28,28-35,Male,6.51,6-8h,4.45,3.52,3.36,6.93,True,74,38,8.29,1.2734,Medium,No,Moderate,1,1 - Addicted label,11.33,True,16.8,False
TXN00601,U00601,18,18-22,Other,11.01,10h+,3.47,1.03,5.08,5.87,True,128,144,11.79,1.0708,Low,No,Severe,1,1 - Addicted label,9.58,False,21.96,False
TXN00602,U00602,34,28-35,Female,6.19,6-8h,0.76,2.6,1.19,5.84,True,208,16,7.82,1.2633,Low,Yes,Moderate,1,1 - Addicted label,4.550000000000001,False,13.22,False
TXN00603,U00603,27,23-27,Female,9.0,8-10h,4.98,2.29,1.27,6.2,True,208,78,9.76,1.0844,High,Yes,Severe,1,1 - Addicted label,8.540000000000001,False,16.47,False
TXN00604,U00604,21,18-22,Other,4.32,Up to 6h,2.84,1.65,1.01,6.41,True,53,136,5.36,1.2407,Low,No,Mild,0,0 - Not addicted label,5.5,True,11.74,False
TXN00605,U00605,35,28-35,Other,7.67,6-8h,2.67,1.05,3.24,6.41,True,132,140,10.0,1.3038,Medium,Yes,Mild,0,0 - Not addicted label,6.96,False,17.32,False
TXN00606,U00606,22,18-22,Male,7.36,6-8h,3.02,3.87,3.32,6.88,True,197,69,9.0,1.2228,Low,Yes,Moderate,1,1 - Addicted label,10.21,True,17.56,False
TXN00607,U00607,31,28-35,Male,3.99,Up to 6h,2.53,1.16,3.38,5.03,True,98,110,5.25,1.3158,Medium,Yes,None,0,0 - Not addicted label,7.069999999999999,True,12.399999999999999,False
TXN00608,U00608,31,28-35,Female,3.44,Up to 6h,5.42,3.56,1.69,8.19,False,145,15,4.25,1.2355,Medium,Yes,Moderate,1,1 - Addicted label,10.67,True,13.319999999999999,False
TXN00609,U00609,33,28-35,Other,8.16,8-10h,3.61,3.6,4.8,6.64,True,204,170,8.99,1.1017,Low,No,Severe,1,1 - Addicted label,12.01,True,19.6,False
TXN00610,U00610,32,28-35,Other,4.34,Up to 6h,4.5,0.36,3.94,7.31,False,119,74,7.09,1.6336,Medium,Yes,Severe,1,1 - Addicted label,8.8,True,15.589999999999998,False
TXN00611,U00611,26,23-27,Other,8.81,8-10h,5.26,2.83,3.65,8.08,False,201,94,10.71,1.2157,Low,Yes,Moderate,1,1 - Addicted label,11.74,True,20.54,False
TXN00612,U00612,35,28-35,Female,8.19,8-10h,0.79,2.28,1.54,6.64,True,249,19,8.99,1.0977,High,Yes,Moderate,1,1 - Addicted label,4.609999999999999,False,16.369999999999997,False
TXN00613,U00613,24,23-27,Female,5.21,Up to 6h,4.38,3.55,2.94,8.13,False,175,97,6.71,1.2879,Low,No,Moderate,1,1 - Addicted label,10.87,True,16.28,False
TXN00614,U00614,31,28-35,Male,4.62,Up to 6h,0.63,2.11,2.6,4.91,True,45,153,5.54,1.1991,Low,Yes,Mild,0,0 - Not addicted label,5.34,True,12.13,False
TXN00615,U00615,22,18-22,Female,5.76,Up to 6h,2.74,0.68,3.88,5.96,True,26,29,7.01,1.217,Low,No,None,0,0 - Not addicted label,7.300000000000001,True,15.599999999999998,False
TXN00616,U00616,28,28-35,Female,5.32,Up to 6h,5.68,3.6,0.79,5.58,True,172,165,6.41,1.2049,High,No,Moderate,1,1 - Addicted label,10.07,True,11.690000000000001,False
TXN00617,U00617,19,18-22,Other,5.87,Up to 6h,3.54,0.26,0.66,7.35,False,246,19,7.04,1.1993,High,Yes,None,0,0 - Not addicted label,4.46,False,13.879999999999999,False
TXN00618,U00618,22,18-22,Other,5.74,Up to 6h,2.74,0.34,4.0,5.42,True,56,110,7.59,1.3223,Low,Yes,Mild,0,0 - Not addicted label,7.08,True,15.16,False
TXN00619,U00619,32,28-35,Other,3.38,Up to 6h,4.97,3.84,3.91,7.44,False,62,15,4.03,1.1923,Medium,No,Severe,1,1 - Addicted label,12.719999999999999,True,14.73,False
TXN00620,U00620,30,28-35,Other,11.99,10h+,5.13,0.85,5.12,5.77,True,61,151,13.9,1.1593,Medium,Yes,Severe,1,1 - Addicted label,11.1,False,22.88,False
TXN00621,U00621,21,18-22,Female,10.47,10h+,4.49,4.0,5.33,5.45,True,149,96,13.18,1.2588,Medium,No,Severe,1,1 - Addicted label,13.82,True,21.25,False
TXN00622,U00622,25,23-27,Male,8.96,8-10h,2.27,0.84,5.77,5.98,True,197,49,11.08,1.2366,Low,No,Moderate,1,1 - Addicted label,8.879999999999999,False,20.71,False
TXN00623,U00623,23,23-27,Female,6.72,6-8h,5.42,2.81,4.69,6.92,True,221,34,8.57,1.2753,High,No,Moderate,1,1 - Addicted label,12.920000000000002,True,18.330000000000002,False
TXN00624,U00624,30,28-35,Male,10.45,10h+,2.47,0.71,4.72,7.64,False,22,46,12.11,1.1589,Low,No,Moderate,1,1 - Addicted label,7.9,False,22.81,False
TXN00625,U00625,18,18-22,Female,9.83,8-10h,4.24,2.84,1.55,8.17,False,180,92,12.35,1.2564,Low,Yes,Severe,1,1 - Addicted label,8.63,False,19.55,False
TXN00626,U00626,19,18-22,Other,5.53,Up to 6h,5.47,2.83,1.65,5.38,True,230,178,7.02,1.2694,Medium,No,Moderate,1,1 - Addicted label,9.950000000000001,True,12.56,False
TXN00627,U00627,24,23-27,Male,8.94,8-10h,3.61,2.73,3.61,4.79,True,52,31,9.76,1.0917,High,Yes,Severe,1,1 - Addicted label,9.95,True,17.34,False
TXN00628,U00628,18,18-22,Female,11.93,10h+,4.31,2.13,1.89,7.02,False,136,15,14.77,1.2381,High,Yes,Severe,1,1 - Addicted label,8.33,False,20.84,False
